City_x,Country,CityCountry,City_y,osm_url,flag,geohash,drives_on,bounds,latitude,longitude
Guangzhou,China,"Guangzhou, China","Guangzhou, China",https://www.openstreetmap.org/?mlat=23.13020&mlon=113.25929#map=17/23.13020/113.25929,🇨🇳,ws0e968zhv55bqx4wd4x,right,"{'northeast': {'lat': 23.935994, 'lng': 114.055299}, 'southwest': {'lat': 22.5607979, 'lng': 112.9523727}}",23.1301964,113.2592945
Guilin,China,"Guilin, China","Guilin, China",https://www.openstreetmap.org/?mlat=25.27799&mlon=110.29106#map=17/25.27799/110.29106,🇨🇳,wkqrv9xwbnb8701f36qu,right,"{'northeast': {'lat': 26.3878717, 'lng': 111.4875912}, 'southwest': {'lat': 24.2627535, 'lng': 109.6116428}}",25.2779894,110.2910622
Hangzhou,China,"Hangzhou, China","Hangzhou, China",https://www.openstreetmap.org/?mlat=30.24896&mlon=120.20523#map=17/30.24896/120.20523,🇨🇳,wtmkp6dubzrp1qm8qht1,right,"{'northeast': {'lat': 30.5648514, 'lng': 120.7254851}, 'southwest': {'lat': 29.1888286, 'lng': 118.3396948}}",30.2489634,120.2052342
Harbin,China,"Harbin, China","Harbin, China",https://www.openstreetmap.org/?mlat=45.75936&mlon=126.62762#map=17/45.75936/126.62762,🇨🇳,yb4h36prt7e68bg52jdf,right,"{'northeast': {'lat': 46.6718214, 'lng': 130.2335015}, 'southwest': {'lat': 44.0599824, 'lng': 125.6782545}}",45.7593633,126.6276177
Jinan,China,"Jinan, China","Jinan, China",https://www.openstreetmap.org/?mlat=36.65198&mlon=117.11385#map=17/36.65198/117.11385,🇨🇳,wwe28br9nrqme1ekm6ds,right,"{'northeast': {'lat': 37.5381497, 'lng': 117.9726333}, 'southwest': {'lat': 35.9920671, 'lng': 116.2193434}}",36.6519754,117.1138479
Nanjing,China,"Nanjing, China","Nanjing, China",https://www.openstreetmap.org/?mlat=32.04383&mlon=118.77886#map=17/32.04383/118.77886,🇨🇳,wtsqqckhu4e9vqbyz8sm,right,"{'northeast': {'lat': 32.615778, 'lng': 119.2395068}, 'southwest': {'lat': 31.2267477, 'lng': 118.3345905}}",32.0438284,118.7788631
Qingdao,China,"Qingdao, China","Qingdao, China",https://www.openstreetmap.org/?mlat=36.06380&mlon=120.31921#map=17/36.06380/120.31921,🇨🇳,wwmt1vjybfbnuw59d3wr,right,"{'northeast': {'lat': 37.148318, 'lng': 121.5698976}, 'southwest': {'lat': 35.2175758, 'lng': 119.509216}}",36.0637967,120.3192081
Quanzhou-Shishi-Jinjiang,China,"Quanzhou-Shishi-Jinjiang, China","Quanzhou-Shishi-Jinjiang, China",https://www.openstreetmap.org/?mlat=24.81978&mlon=118.57415#map=17/24.81978/118.57415,🇨🇳,wskm4nr19yqd8qy6uuc6,right,"{'northeast': {'lat': 24.8406381, 'lng': 118.6127978}, 'southwest': {'lat': 24.8026396, 'lng': 118.5600536}}",24.81978,118.57415
Shanghai,China,"Shanghai, China","Shanghai, China",https://www.openstreetmap.org/?mlat=31.23127&mlon=121.47002#map=17/31.23127/121.47002,🇨🇳,wtw3sj7z2db47xe23uqj,right,"{'northeast': {'lat': 33.4431436, 'lng': 123.3342088}, 'southwest': {'lat': 30.6693052, 'lng': 118.6001842}}",31.2312707,121.4700152
Shenyang,China,"Shenyang, China","Shenyang, China",https://www.openstreetmap.org/?mlat=41.80261&mlon=123.42791#map=16/41.80261/123.42791,🇨🇳,wxrvb9vmyg0wtpt99p02,right,"{'northeast': {'lat': 43.0402961, 'lng': 123.8085417}, 'southwest': {'lat': 41.1976943, 'lng': 122.4167356}}",41.8026095,123.4279105
Shenzhen,China,"Shenzhen, China","Shenzhen, China",https://www.openstreetmap.org/?mlat=22.54457&mlon=114.05454#map=16/22.54457/114.05454,🇨🇳,ws10725gxmpny7tkqb6p,right,"{'northeast': {'lat': 23.0165174, 'lng': 115.3839104}, 'southwest': {'lat': 22.2875999, 'lng': 113.6793565}}",22.5445741,114.0545429
Suzhou,China,"Suzhou, China","Suzhou, China",https://www.openstreetmap.org/?mlat=31.31112&mlon=120.62129#map=16/31.31112/120.62129,🇨🇳,wttf0u18x8rk40m2xf84,right,"{'northeast': {'lat': 32.0457785, 'lng': 121.382253}, 'southwest': {'lat': 30.7603342, 'lng': 119.9162087}}",31.311123,120.6212881
Tianjin,China,"Tianjin, China","Tianjin, China",https://www.openstreetmap.org/?mlat=39.11755&mlon=117.19130#map=17/39.11755/117.19130,🇨🇳,wwgqdc0h5px7v29nq1g3,right,"{'northeast': {'lat': 39.2775488, 'lng': 117.3513008}, 'southwest': {'lat': 38.9575488, 'lng': 117.0313008}}",39.1175488,117.1913008
Wuhan,China,"Wuhan, China","Wuhan, China",https://www.openstreetmap.org/?mlat=30.59511&mlon=114.29994#map=17/30.59511/114.29994,🇨🇳,wt3q0cwtmscnc5thcshz,right,"{'northeast': {'lat': 31.362241, 'lng': 115.076933}, 'southwest': {'lat': 29.9719559, 'lng': 113.696653}}",30.5951051,114.2999353
Xi'an,China,"Xi'an, China","Xi'an, China",https://www.openstreetmap.org/?mlat=34.26100&mlon=108.94234#map=17/34.26100/108.94234,🇨🇳,wqj6zj12u6j9te12zkmn,right,"{'northeast': {'lat': 34.7459524, 'lng': 109.7914365}, 'southwest': {'lat': 33.695219, 'lng': 107.655623}}",34.261004,108.9423363
Xiamen,China,"Xiamen, China","Xiamen, China",https://www.openstreetmap.org/?mlat=24.54387&mlon=118.07681#map=16/24.54387/118.07681,🇨🇳,ws7gwuhfmj86d33s3497,right,"{'northeast': {'lat': 24.9072638, 'lng': 118.4334753}, 'southwest': {'lat': 24.3822222, 'lng': 117.882185}}",24.5438732,118.0768065
Zhengzhou-Xingyang,China,"Zhengzhou-Xingyang, China","Zhengzhou-Xingyang, China",https://www.openstreetmap.org/?mlat=34.74487&mlon=113.41846#map=17/34.74487/113.41846,🇨🇳,ww0tsvhg986wkbnqq890,right,"{'northeast': {'lat': 34.7498659, 'lng': 113.4234563}, 'southwest': {'lat': 34.7398659, 'lng': 113.4134563}}",34.7448659,113.4184563
Zhuhai,China,"Zhuhai, China","Zhuhai, China",https://www.openstreetmap.org/?mlat=22.27373&mlon=113.57213#map=17/22.27373/113.57213,🇨🇳,weby8qu9ysbndxtcqrvm,right,"{'northeast': {'lat': 22.4858013, 'lng': 114.388876}, 'southwest': {'lat': 21.6606197, 'lng': 113.0581892}}",22.273734,113.5721327
Barranquilla,Colombia,"Barranquilla, Colombia","Barranquilla, Colombia",https://www.openstreetmap.org/?mlat=10.99386&mlon=-74.79261#map=17/10.99386/-74.79261,🇨🇴,d3fyd13evu48b91nv6tp,right,"{'northeast': {'lat': 11.0453193, 'lng': -74.7585149}, 'southwest': {'lat': 10.9206892, 'lng': -74.8507896}}",10.9938599,-74.7926118
Bogota,Colombia,"Bogota, Colombia","Bogota, Colombia",https://www.openstreetmap.org/?mlat=4.65338&mlon=-74.08363#map=17/4.65338/-74.08363,🇨🇴,d2g66pjgyjpnqrrwdt5h,right,"{'northeast': {'lat': 4.8370154, 'lng': -73.9859033}, 'southwest': {'lat': 3.7300533, 'lng': -74.4509502}}",4.6533816,-74.0836333
Bogotá,Colombia,"Bogotá, Colombia","Bogotá, Colombia",https://www.openstreetmap.org/?mlat=4.65338&mlon=-74.08363#map=17/4.65338/-74.08363,🇨🇴,d2g66pjgyjpnqrrwdt5h,right,"{'northeast': {'lat': 4.8332542, 'lng': -74.0102577}, 'southwest': {'lat': 4.4711754, 'lng': -74.2235137}}",4.6533816,-74.0836333
Bucaramanga,Colombia,"Bucaramanga, Colombia","Bucaramanga, Colombia",https://www.openstreetmap.org/?mlat=7.12552&mlon=-73.11826#map=17/7.12552/-73.11826,🇨🇴,d3k081hvhuxgvqu9p8u1,right,"{'northeast': {'lat': 7.263715, 'lng': -73.0490601}, 'southwest': {'lat': 7.070357, 'lng': -73.1722846}}",7.1255169,-73.1182624
Cali,Colombia,"Cali, Colombia","Cali, Colombia",https://www.openstreetmap.org/?mlat=3.45192&mlon=-76.53287#map=17/3.45192/-76.53287,🇨🇴,d29edkqkyv1xd1719hwr,right,"{'northeast': {'lat': 3.548577, 'lng': -76.4588983}, 'southwest': {'lat': 3.2734085, 'lng': -76.7069442}}",3.4519238,-76.5328732
Cartagena,Colombia,"Cartagena, Colombia","Cartagena, Colombia",https://www.openstreetmap.org/?mlat=10.42656&mlon=-75.54417#map=17/10.42656/-75.54417,🇨🇴,d3f72fn7j742b94n5zvv,right,"{'northeast': {'lat': 10.7037837, 'lng': -75.2872048}, 'southwest': {'lat': 9.377755, 'lng': -76.1904632}}",10.4265566,-75.5441671
Cúcuta,Colombia,"Cúcuta, Colombia","Cúcuta, Colombia",https://www.openstreetmap.org/?mlat=7.89715&mlon=-72.50804#map=16/7.89715/-72.50804,🇨🇴,d3kkyj9k0nxtwh94h7ux,right,"{'northeast': {'lat': 8.4292456, 'lng': -72.3453757}, 'southwest': {'lat': 7.7259946, 'lng': -72.6068339}}",7.8971458,-72.5080387
Ibagué,Colombia,"Ibagué, Colombia","Ibagué, Colombia",https://www.openstreetmap.org/?mlat=4.43860&mlon=-75.21089#map=16/4.43860/-75.21089,🇨🇴,d2f92810erduh88gn4tu,right,"{'northeast': {'lat': 4.6993257, 'lng': -74.9667451}, 'southwest': {'lat': 4.2578563, 'lng': -75.5246959}}",4.4386033,-75.2108857
Medellín,Colombia,"Medellín, Colombia","Medellín, Colombia",https://www.openstreetmap.org/?mlat=6.24434&mlon=-75.57355#map=17/6.24434/-75.57355,🇨🇴,d347829pbt4838tu0u87,right,"{'northeast': {'lat': 6.3128196, 'lng': -75.5215105}, 'southwest': {'lat': 6.1753173, 'lng': -75.6388404}}",6.2443382,-75.573553
Soacha,Colombia,"Soacha, Colombia","Soacha, Colombia",https://www.openstreetmap.org/?mlat=4.58214&mlon=-74.21972#map=17/4.58214/-74.21972,🇨🇴,d2g4p44ugjp1xc6c3n9n,right,"{'northeast': {'lat': 4.6344346, 'lng': -74.173733}, 'southwest': {'lat': 4.3823232, 'lng': -74.3079427}}",4.5821413,-74.2197178
Soledad,Colombia,"Soledad, Colombia","Soledad, Colombia",https://www.openstreetmap.org/?mlat=10.91496&mlon=-74.78211#map=17/10.91496/-74.78211,🇨🇴,d3fy47124xusmh00vw93,right,"{'northeast': {'lat': 10.9453794, 'lng': -74.7282958}, 'southwest': {'lat': 10.8751328, 'lng': -74.8390798}}",10.9149593,-74.7821054
Abidjan,Côte d'Ivoire,"Abidjan, Côte d'Ivoire","Abidjan, Côte d'Ivoire",https://www.openstreetmap.org/?mlat=5.32036&mlon=-4.01611#map=17/5.32036/-4.01611,🇨🇮,ebvnk8e93fmtdr42b8g3,right,"{'northeast': {'lat': 5.480357, 'lng': -3.856107}, 'southwest': {'lat': 5.160357, 'lng': -4.176107}}",5.320357,-4.016107
Zagreb,Croatia,"Zagreb, Croatia","Zagreb, Croatia",https://www.openstreetmap.org/?mlat=45.84264&mlon=15.96223#map=17/45.84264/15.96223,🇭🇷,u25kg1rkdzwrqwjzudek,right,"{'northeast': {'lat': 45.9392954, 'lng': 16.1070083}, 'southwest': {'lat': 45.7460118, 'lng': 15.821712}}",45.8426414,15.9622315
Havana,Cuba,"Havana, Cuba","Havana, Cuba",https://www.openstreetmap.org/?mlat=23.13530&mlon=-82.35896#map=17/23.13530/-82.35896,🇨🇺,dhj7tgshcj6jfnju5zug,right,"{'northeast': {'lat': 23.295305, 'lng': -82.1989631}, 'southwest': {'lat': 22.975305, 'lng': -82.5189631}}",23.135305,-82.3589631
Brno,Czech Republic,"Brno, Czech Republic","Brno, Czech Republic",https://www.openstreetmap.org/?mlat=49.19224&mlon=16.61134#map=17/49.19224/16.61134,🇨🇿,u2ezf50j84zx26uubmvc,right,"{'northeast': {'lat': 49.2943708, 'lng': 16.7278346}, 'southwest': {'lat': 49.1098796, 'lng': 16.4279898}}",49.1922443,16.6113382
Prague,Czech Republic,"Prague, Czech Republic","Prague, Czech Republic",https://www.openstreetmap.org/?mlat=50.08747&mlon=14.42125#map=17/50.08747/14.42125,🇨🇿,u2fkbnjhxs3cpyy0yjgu,right,"{'northeast': {'lat': 50.1774301, 'lng': 14.7067867}, 'southwest': {'lat': 49.9419006, 'lng': 14.2244355}}",50.0874654,14.4212535
Bukavu,Democratic Republic of the Congo,"Bukavu, Democratic Republic of the Congo","Bukavu, Democratic Republic of the Congo",https://www.openstreetmap.org/?mlat=-2.50558&mlon=28.85949#map=17/-2.50558/28.85949,🇨🇩,kxs98xygfv63f70qd4jd,right,"{'northeast': {'lat': -2.4601557, 'lng': 28.8930976}, 'southwest': {'lat': -2.5611686, 'lng': 28.7936943}}",-2.5055839,28.8594885
Bunia,Democratic Republic of the Congo,"Bunia, Democratic Republic of the Congo","Bunia, Democratic Republic of the Congo",https://www.openstreetmap.org/?mlat=1.56205&mlon=30.24788#map=17/1.56205/30.24788,🇨🇩,s8m8bk3gdgc2db4bhje1,right,"{'northeast': {'lat': 1.6070549, 'lng': 30.3171688}, 'southwest': {'lat': 1.5009829, 'lng': 30.2019808}}",1.5620529,30.2478844
Kananga,Democratic Republic of the Congo,"Kananga, Democratic Republic of the Congo","Kananga, Democratic Republic of the Congo",https://www.openstreetmap.org/?mlat=-5.89517&mlon=22.40859#map=17/-5.89517/22.40859,🇨🇩,kqzymyv6jupn286edw0t,right,"{'northeast': {'lat': -5.7351725, 'lng': 22.568589}, 'southwest': {'lat': -6.0551725, 'lng': 22.248589}}",-5.8951725,22.408589
Kisangani,Democratic Republic of the Congo,"Kisangani, Democratic Republic of the Congo","Kisangani, Democratic Republic of the Congo",https://www.openstreetmap.org/?mlat=0.51840&mlon=25.20573#map=17/0.51840/25.20573,🇨🇩,s81fvw67bj1uvrr78k1m,right,"{'northeast': {'lat': 0.6784021, 'lng': 25.3657292}, 'southwest': {'lat': 0.3584021, 'lng': 25.0457292}}",0.5184021,25.2057292
Lubumbashi,Democratic Republic of the Congo,"Lubumbashi, Democratic Republic of the Congo","Lubumbashi, Democratic Republic of the Congo",https://www.openstreetmap.org/?mlat=-11.66423&mlon=27.48263#map=17/-11.66423/27.48263,🇨🇩,ktgt9ks4ztes2b5z0sbv,right,"{'northeast': {'lat': -11.6059633, 'lng': 27.4942483}, 'southwest': {'lat': -11.6987625, 'lng': 27.4113823}}",-11.6642316,27.4826264
Mbuji-Mayi,Democratic Republic of the Congo,"Mbuji-Mayi, Democratic Republic of the Congo","Mbuji-Mayi, Democratic Republic of the Congo",https://www.openstreetmap.org/?mlat=-6.12589&mlon=23.59981#map=17/-6.12589/23.59981,🇨🇩,kwbv1hbf56w9enc0e8yc,right,"{'northeast': {'lat': -5.9658942, 'lng': 23.7598111}, 'southwest': {'lat': -6.2858942, 'lng': 23.4398111}}",-6.1258942,23.5998111
Tshikapa,Democratic Republic of the Congo,"Tshikapa, Democratic Republic of the Congo","Tshikapa, Democratic Republic of the Congo",https://www.openstreetmap.org/?mlat=-6.42305&mlon=20.78877#map=16/-6.42305/20.78877,🇨🇩,kqyg3n9zj2vc238skrye,right,"{'northeast': {'lat': -6.2630495, 'lng': 20.9487691}, 'southwest': {'lat': -6.5830495, 'lng': 20.6287691}}",-6.4230495,20.7887691
Aarhus,Denmark,"Aarhus, Denmark","Aarhus, Denmark",https://www.openstreetmap.org/?mlat=56.14963&mlon=10.21340#map=17/56.14963/10.21340,🇩🇰,u1zr2mtpm962w24m0ft4,right,"{'northeast': {'lat': 56.3096278, 'lng': 10.3734046}, 'southwest': {'lat': 55.9896278, 'lng': 10.0534046}}",56.1496278,10.2134046
Copenhagen,Denmark,"Copenhagen, Denmark","Copenhagen, Denmark",https://www.openstreetmap.org/?mlat=55.68672&mlon=12.57007#map=17/55.68672/12.57007,🇩🇰,u3buy13nxvv3d65ycmx4,right,"{'northeast': {'lat': 55.8467243, 'lng': 12.7300724}, 'southwest': {'lat': 55.5267243, 'lng': 12.4100724}}",55.6867243,12.5700724
Punta Cana,Dominican Republic,"Punta Cana, Dominican Republic","Punta Cana, Dominican Republic",https://www.openstreetmap.org/?mlat=18.55655&mlon=-68.36916#map=17/18.55655/-68.36916,🇩🇴,d7r3s4p5epfd2mfg07mb,right,"{'northeast': {'lat': 18.716551, 'lng': -68.2091611}, 'southwest': {'lat': 18.396551, 'lng': -68.5291611}}",18.556551,-68.3691611
Santiago de los Caballeros,Dominican Republic,"Santiago de los Caballeros, Dominican Republic","Santiago de los Caballeros, Dominican Republic",https://www.openstreetmap.org/?mlat=19.45039&mlon=-70.69090#map=17/19.45039/-70.69090,🇩🇴,d7mwxku6y814b5j1hn72,right,"{'northeast': {'lat': 19.6509249, 'lng': -70.6159764}, 'southwest': {'lat': 19.2840621, 'lng': -70.9085232}}",19.4503932,-70.6909047
Santo Domingo,Dominican Republic,"Santo Domingo, Dominican Republic","Santo Domingo, Dominican Republic",https://www.openstreetmap.org/?mlat=18.48020&mlon=-69.94211#map=17/18.48020/-69.94211,🇩🇴,d7q30kjwywqn3bc1ndms,right,"{'northeast': {'lat': 18.5475893, 'lng': -69.8745128}, 'southwest': {'lat': 18.4227388, 'lng': -69.9992758}}",18.4801972,-69.942111
Kinshasa,Democratic Republic of the Congo,"Kinshasa, Democratic Republic of the Congo","Kinshasa, Democratic Republic of the Congo",https://www.openstreetmap.org/?mlat=-4.32171&mlon=15.31260#map=16/-4.32171/15.31260,🇨🇩,kr4zkmq21rsntbdssq2z,right,"{'northeast': {'lat': -4.1617055, 'lng': 15.4725974}, 'southwest': {'lat': -4.4817055, 'lng': 15.1525974}}",-4.3217055,15.3125974
Cuenca,Ecuador,"Cuenca, Ecuador","Cuenca, Ecuador",https://www.openstreetmap.org/?mlat=-2.89741&mlon=-79.00417#map=17/-2.89741/-79.00417,🇪🇨,6przd0wcmk5hvd2gp54n,right,"{'northeast': {'lat': -2.8246576, 'lng': -78.8875598}, 'southwest': {'lat': -2.9361624, 'lng': -79.071209}}",-2.8974072,-79.0041726
Guayaquil,Ecuador,"Guayaquil, Ecuador","Guayaquil, Ecuador",https://www.openstreetmap.org/?mlat=-2.19006&mlon=-79.88687#map=17/-2.19006/-79.88687,🇪🇨,6px5w1k1uzvjr3dcfj3z,right,"{'northeast': {'lat': -1.9622343, 'lng': -79.8563511}, 'southwest': {'lat': -2.6170287, 'lng': -80.3123629}}",-2.1900563,-79.8868741
Quito,Ecuador,"Quito, Ecuador","Quito, Ecuador",https://www.openstreetmap.org/?mlat=-0.22016&mlon=-78.51233#map=16/-0.22016/-78.51233,🇪🇨,6rbntrvj6nmtcps6c6v7,right,"{'northeast': {'lat': -0.0601641, 'lng': -78.3523274}, 'southwest': {'lat': -0.3801641, 'lng': -78.6723274}}",-0.2201641,-78.5123274
Alexandria,Egypt,"Alexandria, Egypt","Alexandria, Egypt",https://www.openstreetmap.org/?mlat=31.19918&mlon=29.89517#map=17/31.19918/29.89517,🇪🇬,stt32r8uruz9edeegt0c,right,"{'northeast': {'lat': 31.3591806, 'lng': 30.0551716}, 'southwest': {'lat': 31.0391806, 'lng': 29.7351716}}",31.1991806,29.8951716
Cairo,Egypt,"Cairo, Egypt","Cairo, Egypt",https://www.openstreetmap.org/?mlat=30.04439&mlon=31.23573#map=17/30.04439/31.23573,🇪🇬,stq4yv3jjpv4y3sphxw6,right,"{'northeast': {'lat': 30.3209168, 'lng': 31.9090054}, 'southwest': {'lat': 29.7483062, 'lng': 31.2200331}}",30.0443879,31.2357257
Giza,Egypt,"Giza, Egypt","Giza, Egypt",https://www.openstreetmap.org/?mlat=29.98708&mlon=31.21181#map=16/29.98708/31.21181,🇪🇬,stq4w4zxrgcxg62rytnz,right,"{'northeast': {'lat': 30.1470753, 'lng': 31.3718063}, 'southwest': {'lat': 29.8270753, 'lng': 31.0518063}}",29.9870753,31.2118063
Hurghada,Egypt,"Hurghada, Egypt","Hurghada, Egypt",https://www.openstreetmap.org/?mlat=27.22256&mlon=33.83071#map=17/27.22256/33.83071,🇪🇬,sub4cgdybs4zugq0sdrg,right,"{'northeast': {'lat': 27.382556, 'lng': 33.9907062}, 'southwest': {'lat': 27.062556, 'lng': 33.6707062}}",27.222556,33.8307062
Shubra el-Kheima,Egypt,"Shubra el-Kheima, Egypt","Shubra el-Kheima, Egypt",https://www.openstreetmap.org/?mlat=30.12860&mlon=31.24222#map=16/30.12860/31.24222,🇪🇬,stq5qutzu3yhqsqnskbz,right,"{'northeast': {'lat': 30.2885988, 'lng': 31.402218}, 'southwest': {'lat': 29.9685988, 'lng': 31.082218}}",30.1285988,31.242218
Asmara,Eritrea,"Asmara, Eritrea","Asmara, Eritrea",https://www.openstreetmap.org/?mlat=15.33897&mlon=38.93268#map=17/15.33897/38.93268,🇪🇷,sfexmbmgvnes3qtnwmjs,right,"{'northeast': {'lat': 15.4989667, 'lng': 39.0926763}, 'southwest': {'lat': 15.1789667, 'lng': 38.7726763}}",15.3389667,38.9326763
Tallinn,Estonia,"Tallinn, Estonia","Tallinn, Estonia",https://www.openstreetmap.org/?mlat=59.43722&mlon=24.74537#map=17/59.43722/24.74537,🇪🇪,ud9d5h5nbuh342yc6f31,right,"{'northeast': {'lat': 59.5915769, 'lng': 24.9262831}, 'southwest': {'lat': 59.3518076, 'lng': 24.55017}}",59.4372155,24.7453688
Addis Ababa,Ethiopia,"Addis Ababa, Ethiopia","Addis Ababa, Ethiopia",https://www.openstreetmap.org/?mlat=9.00000&mlon=38.75000#map=17/9.00000/38.75000,🇪🇹,scee1y2uu3w5pn7scc8g,right,"{'northeast': {'lat': 9.0985761, 'lng': 38.9080529}, 'southwest': {'lat': 8.8331149, 'lng': 38.639904}}",9.0,38.75
Suva,Fiji,"Suva, Fiji","Suva, Fiji",https://www.openstreetmap.org/?mlat=-18.14159&mlon=178.44217#map=16/-18.14159/178.44217,🇫🇯,ruybu93teffcvssswhjr,left,"{'northeast': {'lat': -17.9815884, 'lng': 178.6021662}, 'southwest': {'lat': -18.3015884, 'lng': 178.2821662}}",-18.1415884,178.4421662
Espoo,Finland,"Espoo, Finland","Espoo, Finland",https://www.openstreetmap.org/?mlat=60.20477&mlon=24.65684#map=17/60.20477/24.65684,🇫🇮,ud9w3pfw4n51682fkgyt,right,"{'northeast': {'lat': 60.3639149, 'lng': 24.9423061}, 'southwest': {'lat': 59.9010905, 'lng': 24.4992905}}",60.2047672,24.6568435
Helsinki,Finland,"Helsinki, Finland","Helsinki, Finland",https://www.openstreetmap.org/?mlat=60.16749&mlon=24.94275#map=16/60.16749/24.94275,🇫🇮,ud9wr94v00squbt3p8xz,right,"{'northeast': {'lat': 60.2978497, 'lng': 25.2545116}, 'southwest': {'lat': 59.922486, 'lng': 24.7828026}}",60.1674881,24.9427473
Bordeaux,France,"Bordeaux, France","Bordeaux, France",https://www.openstreetmap.org/?mlat=44.84123&mlon=-0.58004#map=17/44.84123/-0.58004,🇫🇷,ezzx4g1eh4jw0rkwqfdh,right,"{'northeast': {'lat': 44.9161806, 'lng': -0.5336838}, 'southwest': {'lat': 44.8107826, 'lng': -0.6386987}}",44.841225,-0.5800364
Grenoble,France,"Grenoble, France","Grenoble, France",https://www.openstreetmap.org/?mlat=45.18756&mlon=5.73578#map=17/45.18756/5.73578,🇫🇷,u0h14d0st7ubpje1g6r9,right,"{'northeast': {'lat': 45.2140762, 'lng': 5.7531315}, 'southwest': {'lat': 45.1541442, 'lng': 5.6776059}}",45.1875602,5.7357819
Levallois-Perret,France,"Levallois-Perret, France","Levallois-Perret, France",https://www.openstreetmap.org/?mlat=48.89296&mlon=2.28817#map=17/48.89296/2.28817,🇫🇷,u09whhdnn5tgn6cupgwg,right,"{'northeast': {'lat': 48.9036389, 'lng': 2.3037934}, 'southwest': {'lat': 48.8856279, 'lng': 2.2710281}}",48.892956,2.2881683
Lyon,France,"Lyon, France","Lyon, France",https://www.openstreetmap.org/?mlat=45.75781&mlon=4.83201#map=17/45.75781/4.83201,🇫🇷,u05kmcywd48yfcxmyres,right,"{'northeast': {'lat': 45.8082628, 'lng': 4.8983774}, 'southwest': {'lat': 45.7073666, 'lng': 4.7718134}}",45.7578137,4.8320114
Marseille,France,"Marseille, France","Marseille, France",https://www.openstreetmap.org/?mlat=43.29617&mlon=5.36995#map=17/43.29617/5.36995,🇫🇷,spey61y62zygc9g33xm5,right,"{'northeast': {'lat': 43.3910329, 'lng': 5.5324758}, 'southwest': {'lat': 43.1696228, 'lng': 5.2286312}}",43.2961743,5.3699525
Montpellier,France,"Montpellier, France","Montpellier, France",https://www.openstreetmap.org/?mlat=43.61124&mlon=3.87673#map=16/43.61124/3.87673,🇫🇷,spfb05nvyky1j1nw33g7,right,"{'northeast': {'lat': 43.653358, 'lng': 3.9413208}, 'southwest': {'lat': 43.5667083, 'lng': 3.8070597}}",43.6112422,3.8767337
Nantes,France,"Nantes, France","Nantes, France",https://www.openstreetmap.org/?mlat=47.21864&mlon=-1.55414#map=17/47.21864/-1.55414,🇫🇷,gbquseuk6pbjcf41wyq0,right,"{'northeast': {'lat': 47.2958583, 'lng': -1.4788443}, 'southwest': {'lat': 47.1805856, 'lng': -1.6418115}}",47.2186371,-1.5541362
Nice,France,"Nice, France","Nice, France",https://www.openstreetmap.org/?mlat=43.70094&mlon=7.26839#map=17/43.70094/7.26839,🇫🇷,spv0t7s8muck1qmznf0w,right,"{'northeast': {'lat': 43.7607635, 'lng': 7.323912}, 'southwest': {'lat': 43.6454189, 'lng': 7.1819535}}",43.7009358,7.2683912
Paris,France,"Paris, France","Paris, France",https://www.openstreetmap.org/?mlat=48.85889&mlon=2.32004#map=16/48.85889/2.32004,🇫🇷,u09tuy3rsv5vxn4rtsry,right,"{'northeast': {'lat': 48.902156, 'lng': 2.4697602}, 'southwest': {'lat': 48.8155755, 'lng': 2.224122}}",48.8588897,2.320041
Toulouse,France,"Toulouse, France","Toulouse, France",https://www.openstreetmap.org/?mlat=43.60446&mlon=1.44425#map=17/43.60446/1.44425,🇫🇷,spc00cgwmkusc27hmd92,right,"{'northeast': {'lat': 43.668708, 'lng': 1.5153795}, 'southwest': {'lat': 43.532654, 'lng': 1.3503956}}",43.6044622,1.4442469
Papeete,French Polynesia,"Papeete, French Polynesia","Papeete, French Polynesia",https://www.openstreetmap.org/?mlat=-17.53738&mlon=-149.56600#map=17/-17.53738/-149.56600,🇫🇷,2svshx3m7dvbebmymenw,right,"{'northeast': {'lat': -17.5242891, 'lng': -149.5270154}, 'southwest': {'lat': -17.5921867, 'lng': -149.582605}}",-17.5373835,-149.5659964
Libreville,Gabon,"Libreville, Gabon","Libreville, Gabon",https://www.openstreetmap.org/?mlat=0.40865&mlon=9.44188#map=16/0.40865/9.44188,🇬🇦,s0ndqf7kef5wvnnf0dp1,right,"{'northeast': {'lat': 0.5686518, 'lng': 9.6018849}, 'southwest': {'lat': 0.2486518, 'lng': 9.2818849}}",0.4086518,9.4418849
Tbilisi,Georgia,"Tbilisi, Georgia","Tbilisi, Georgia",https://www.openstreetmap.org/?mlat=41.69346&mlon=44.80145#map=17/41.69346/44.80145,🇬🇪,szrv5qp6j2n50x9h1d36,right,"{'northeast': {'lat': 41.8438777, 'lng': 45.0172908}, 'southwest': {'lat': 41.6177901, 'lng': 44.5962016}}",41.6934591,44.8014495
Augsburg,Germany,"Augsburg, Germany","Augsburg, Germany",https://www.openstreetmap.org/?mlat=48.36903&mlon=10.89795#map=17/48.36903/10.89795,🇩🇪,u0xepvrdh9qphr139fmy,right,"{'northeast': {'lat': 48.4586541, 'lng': 10.9593328}, 'southwest': {'lat': 48.2581444, 'lng': 10.7633615}}",48.3690341,10.8979522
